OrderID,Date,CustomerID,Region,ProductName,Category,Quantity,UnitPrice,TotalAmount,OrderStatus,SalesAgent
ORD00269,2025-01-10,CUST4715,East,Rice Bag,Groceries,14,916.12,12825.68,Returned,Alice
ORD00270,2025-11-30,CUST8418,North,Jacket,Clothing,16,1032.81,16524.96,Returned,Fiona
ORD00271,2025-01-31,CUST6380,South,Milk Pack,Groceries,14,1297.96,18171.44,Completed,George
ORD00272,2025-02-01,CUST2239,East,Sofa,Furniture,15,1767.22,26508.3,Completed,Brian
ORD00273,2025-06-18,CUST1417,South,Cooking Oil,Groceries,14,888.87,12444.18,Returned,Hannah
ORD00274,2025-07-27,CUST3348,South,Desk,Furniture,8,1292.1,10336.8,Cancelled,George
ORD00275,2025-07-08,CUST4903,East,Milk Pack,Groceries,14,1648.71,23081.94,Returned,Alice
ORD00276,2025-08-08,CUST6160,East,T-Shirt,Clothing,12,41.08,492.96,Completed,Brian
ORD00277,2025-09-11,CUST7866,South,Sofa,Furniture,16,399.2,6387.2,Returned,Hannah
ORD00278,2025-11-23,CUST1986,West,Cooking Oil,Groceries,7,1313.84,9196.88,Returned,David
ORD00279,2025-11-26,CUST8638,West,Headphones,Electronics,5,1621.86,8109.3,Completed,David
ORD00280,2025-03-09,CUST2985,North,Cooking Oil,Groceries,10,1174.89,11748.9,Returned,Fiona
ORD00281,2025-11-22,CUST7387,South,Milk Pack,Groceries,20,784.55,15691.0,Cancelled,George
ORD00282,2025-07-10,CUST3144,North,Tablet,Electronics,12,1263.27,15159.24,Cancelled,Fiona
ORD00283,2025-12-24,CUST9972,East,Sofa,Furniture,9,1597.8,14380.2,Completed,Brian
ORD00284,2025-10-01,CUST8528,West,Tablet,Electronics,11,907.61,9983.71,Returned,David
ORD00285,2025-02-21,CUST3691,East,Desk,Furniture,1,1888.24,1888.24,Completed,Brian
ORD00286,2025-10-31,CUST3257,South,Sofa,Furniture,3,1474.88,4424.64,Completed,George
ORD00287,2025-10-26,CUST5037,North,Cooking Oil,Groceries,20,425.47,8509.4,Returned,Ethan
ORD00288,2025-01-15,CUST3669,East,Sofa,Furniture,14,604.07,8456.98,Returned,Brian
ORD00289,2025-01-26,CUST6541,South,Cabinet,Furniture,8,1286.34,10290.72,Completed,George
ORD00290,2025-12-09,CUST2914,South,Cooking Oil,Groceries,15,1728.88,25933.2,Returned,George
ORD00291,2025-12-28,CUST3782,West,Cooking Oil,Groceries,20,837.43,16748.6,Cancelled,David
ORD00292,2025-11-02,CUST4502,East,Milk Pack,Groceries,20,1584.38,31687.6,Cancelled,Brian
ORD00293,2025-05-28,CUST8665,North,Laptop,Electronics,1,945.75,945.75,Cancelled,Fiona
ORD00294,2025-09-27,CUST9092,East,Sofa,Furniture,12,1906.38,22876.56,Cancelled,Alice
ORD00295,2025-02-13,CUST1197,South,Jacket,Clothing,1,38.88,38.88,Completed,George
ORD00296,2025-09-03,CUST6721,North,Laptop,Electronics,18,700.66,12611.88,Cancelled,Ethan
ORD00297,2025-07-11,CUST1335,South,Rice Bag,Groceries,6,257.8,1546.8,Cancelled,George
ORD00298,2025-03-18,CUST8750,South,Headphones,Electronics,5,800.82,4004.1,Cancelled,Hannah
ORD00299,2025-03-23,CUST2314,East,Sofa,Furniture,5,265.05,1325.25,Returned,Alice
ORD00300,2025-11-16,CUST9387,West,Tablet,Electronics,13,1979.28,25730.64,Completed,Catherine
ORD00301,2025-10-17,CUST7796,North,Sneakers,Clothing,4,1196.41,4785.64,Completed,Fiona
ORD00302,2025-10-04,CUST7539,North,Desk,Furniture,2,1905.12,3810.24,Completed,Fiona
ORD00303,2025-02-13,CUST5942,North,Jacket,Clothing,4,1078.92,4315.68,Cancelled,Fiona
ORD00304,2025-08-04,CUST7196,North,Milk Pack,Groceries,6,505.55,3033.3,Completed,Fiona
ORD00305,2025-09-01,CUST8476,West,Headphones,Electronics,15,1701.76,25526.4,Cancelled,Catherine
ORD00306,2025-01-13,CUST9045,East,Cabinet,Furniture,9,1826.98,16442.82,Returned,Alice
ORD00307,2025-12-31,CUST3720,North,Jeans,Clothing,10,525.63,5256.3,Completed,Ethan
ORD00308,2025-03-22,CUST5137,North,Chair,Furniture,17,675.05,11475.85,Completed,Fiona
ORD00309,2025-07-19,CUST2711,West,Coffee,Groceries,15,292.31,4384.65,Returned,David
ORD00310,2025-09-16,CUST9134,North,Coffee,Groceries,7,239.84,1678.88,Cancelled,Fiona
ORD00311,2025-07-14,CUST8786,North,Milk Pack,Groceries,9,645.17,5806.53,Returned,Ethan
ORD00312,2025-07-19,CUST8082,North,Smartphone,Electronics,19,1072.3,20373.7,Returned,Ethan
ORD00313,2025-03-29,CUST8978,South,Desk,Furniture,17,638.45,10853.65,Completed,George
ORD00314,2025-05-09,CUST9381,North,Cooking Oil,Groceries,5,1414.82,7074.1,Cancelled,Fiona
ORD00315,2025-11-21,CUST3160,South,Cabinet,Furniture,1,292.59,292.59,Completed,Hannah
ORD00316,2025-01-07,CUST6638,West,Sneakers,Clothing,16,866.41,13862.56,Cancelled,Catherine
ORD00317,2025-06-07,CUST2744,North,Jacket,Clothing,5,308.7,1543.5,Completed,Fiona
ORD00318,2025-11-28,CUST7789,South,T-Shirt,Clothing,13,699.15,9088.95,Completed,George
ORD00319,2025-09-12,CUST7740,West,Tablet,Electronics,6,1960.94,11765.64,Completed,David
ORD00320,2025-07-24,CUST9571,North,Sneakers,Clothing,11,190.84,2099.24,Cancelled,Fiona
ORD00321,2025-04-14,CUST3678,East,Sofa,Furniture,12,129.66,1555.92,Cancelled,Alice
ORD00322,2025-07-21,CUST7563,South,Cabinet,Furniture,6,1224.49,7346.94,Cancelled,George
ORD00323,2025-01-25,CUST9847,South,Cooking Oil,Groceries,13,1257.76,16350.88,Returned,Hannah
ORD00324,2025-03-08,CUST1285,East,Desk,Furniture,20,1968.72,39374.4,Returned,Brian
ORD00325,2025-11-17,CUST8628,South,Jeans,Clothing,20,901.46,18029.2,Cancelled,Hannah
ORD00326,2025-08-18,CUST4396,North,Jeans,Clothing,12,455.41,5464.92,Returned,Fiona
ORD00327,2025-01-04,CUST9861,North,Chair,Furniture,6,813.44,4880.64,Completed,Ethan
ORD00328,2025-01-31,CUST1528,South,Headphones,Electronics,4,400.1,1600.4,Returned,Hannah
ORD00329,2025-06-26,CUST6542,South,Smartphone,Electronics,3,749.21,2247.63,Cancelled,Hannah
ORD00330,2025-06-02,CUST5711,South,Laptop,Electronics,12,1490.07,17880.84,Completed,George
ORD00331,2025-07-15,CUST8660,East,Tablet,Electronics,18,462.5,8325.0,Cancelled,Brian
ORD00332,2025-12-23,CUST8857,North,Tablet,Electronics,2,663.75,1327.5,Completed,Ethan
ORD00333,2025-03-19,CUST4934,West,Milk Pack,Groceries,16,372.5,5960.0,Cancelled,David
ORD00334,2025-12-23,CUST2052,South,Tablet,Electronics,20,1524.43,30488.6,Returned,George
ORD00335,2025-01-06,CUST8405,West,Sneakers,Clothing,2,329.38,658.76,Cancelled,Catherine
ORD00336,2025-06-06,CUST3065,South,Tablet,Electronics,19,1812.53,34438.07,Cancelled,Hannah
ORD00337,2025-08-20,CUST9690,South,Coffee,Groceries,8,166.71,1333.68,Returned,George
ORD00338,2025-04-28,CUST8733,North,Headphones,Electronics,8,143.64,1149.12,Completed,Fiona
ORD00339,2025-09-28,CUST9673,East,Coffee,Groceries,2,1207.47,2414.94,Returned,Alice
ORD00340,2025-11-14,CUST5465,North,Smartphone,Electronics,4,1660.77,6643.08,Cancelled,Fiona
ORD00341,2025-08-21,CUST1317,West,Milk Pack,Groceries,6,1132.62,6795.72,Returned,David
ORD00342,2025-11-22,CUST9527,East,Milk Pack,Groceries,8,178.93,1431.44,Cancelled,Brian
ORD00343,2025-03-19,CUST4067,West,Desk,Furniture,6,924.86,5549.16,Returned,David
ORD00344,2025-08-10,CUST5515,South,Desk,Furniture,15,1582.66,23739.9,Returned,Hannah
ORD00345,2025-09-10,CUST8911,North,Jeans,Clothing,7,126.5,885.5,Cancelled,Fiona
ORD00346,2025-12-20,CUST7118,East,Jeans,Clothing,1,700.75,700.75,Cancelled,Brian
ORD00347,2025-04-17,CUST7173,South,Milk Pack,Groceries,13,445.65,5793.45,Cancelled,Hannah
ORD00348,2025-09-21,CUST6144,West,Laptop,Electronics,9,1125.46,10129.14,Completed,David
ORD00349,2025-04-09,CUST1758,North,T-Shirt,Clothing,17,1502.58,25543.86,Cancelled,Ethan
ORD00350,2025-03-03,CUST6773,South,Sneakers,Clothing,8,402.5,3220.0,Completed,George
ORD00351,2025-04-03,CUST3151,West,Tablet,Electronics,11,326.18,3587.98,Returned,Catherine
ORD00352,2025-09-21,CUST6420,East,Cabinet,Furniture,10,1093.48,10934.8,Cancelled,Brian
ORD00353,2025-08-28,CUST7003,West,Milk Pack,Groceries,18,316.49,5696.82,Returned,David
ORD00354,2025-06-15,CUST8259,West,Coffee,Groceries,12,662.03,7944.36,Completed,Catherine
ORD00355,2025-09-13,CUST4685,South,Cooking Oil,Groceries,12,1316.37,15796.44,Cancelled,George
ORD00356,2025-01-31,CUST5383,North,Rice Bag,Groceries,13,207.49,2697.37,Cancelled,Ethan
ORD00357,2025-06-09,CUST3189,South,Smartphone,Electronics,9,1341.65,12074.85,Returned,Hannah
ORD00358,2025-04-17,CUST4552,South,Desk,Furniture,10,1027.11,10271.1,Cancelled,George
ORD00359,2025-12-13,CUST2855,East,Laptop,Electronics,18,331.43,5965.74,Completed,Brian
ORD00360,2025-01-14,CUST5581,East,Coffee,Groceries,5,207.13,1035.65,Cancelled,Brian
ORD00361,2025-11-29,CUST5920,North,Tablet,Electronics,10,1799.02,17990.2,Returned,Fiona
ORD00362,2025-01-20,CUST6765,North,Cooking Oil,Groceries,8,705.07,5640.56,Returned,Ethan
ORD00363,2025-06-23,CUST4628,West,Jeans,Clothing,3,1099.53,3298.59,Returned,Catherine
ORD00364,2025-10-28,CUST8028,East,Chair,Furniture,7,868.06,6076.42,Returned,Alice
ORD00365,2025-02-15,CUST5789,West,Cooking Oil,Groceries,2,1510.24,3020.48,Cancelled,Catherine
ORD00366,2025-12-16,CUST3338,West,Cabinet,Furniture,3,261.38,784.14,Cancelled,David
ORD00367,2025-04-07,CUST2667,North,Sofa,Furniture,15,478.4,7176.0,Completed,Fiona
ORD00368,2025-04-07,CUST1335,South,Headphones,Electronics,1,330.04,330.04,Completed,Hannah
ORD00369,2025-05-28,CUST4671,North,T-Shirt,Clothing,16,1615.69,25851.04,Cancelled,Ethan
ORD00370,2025-09-06,CUST5078,East,Jeans,Clothing,7,698.97,4892.79,Completed,Alice
ORD00371,2025-04-01,CUST2872,North,Desk,Furniture,5,1059.14,5295.7,Completed,Ethan
ORD00372,2025-04-24,CUST1956,East,Jacket,Clothing,16,306.01,4896.16,Cancelled,Alice
ORD00373,2025-03-31,CUST4225,West,Milk Pack,Groceries,15,1937.38,29060.7,Returned,Catherine
ORD00374,2025-07-15,CUST9962,East,Headphones,Electronics,17,764.97,13004.49,Cancelled,Brian
ORD00375,2025-08-01,CUST5715,West,Milk Pack,Groceries,3,1273.7,3821.1,Cancelled,David
ORD00376,2025-03-31,CUST2502,North,Tablet,Electronics,9,516.78,4651.02,Returned,Fiona
ORD00377,2025-08-12,CUST3538,South,Desk,Furniture,11,548.9,6037.9,Completed,George
ORD00378,2025-02-15,CUST5763,South,Chair,Furniture,12,914.66,10975.92,Cancelled,George
ORD00379,2025-07-11,CUST1356,North,Rice Bag,Groceries,5,1246.69,6233.45,Returned,Ethan
ORD00380,2025-05-11,CUST5780,North,Jacket,Clothing,8,1250.39,10003.12,Completed,Fiona
ORD00381,2025-01-25,CUST2740,East,Desk,Furniture,13,1722.46,22391.98,Completed,Alice
ORD00382,2025-05-24,CUST8425,West,Coffee,Groceries,20,396.02,7920.4,Cancelled,Catherine
ORD00383,2025-03-28,CUST2141,North,Coffee,Groceries,10,991.01,9910.1,Cancelled,Fiona
ORD00384,2025-03-16,CUST6823,East,Milk Pack,Groceries,4,808.74,3234.96,Returned,Alice
ORD00385,2025-03-28,CUST8728,East,Sneakers,Clothing,10,549.12,5491.2,Cancelled,Brian
ORD00386,2025-08-20,CUST2241,North,Cooking Oil,Groceries,13,311.66,4051.58,Completed,Ethan
ORD00387,2025-03-22,CUST6372,North,Rice Bag,Groceries,13,1469.26,19100.38,Completed,Fiona
ORD00388,2025-02-01,CUST6950,East,Desk,Furniture,10,1159.17,11591.7,Cancelled,Alice
ORD00389,2025-02-02,CUST3681,West,Headphones,Electronics,16,1902.32,30437.12,Returned,Catherine
ORD00390,2025-06-07,CUST1287,South,Coffee,Groceries,10,71.66,716.6,Completed,Hannah
ORD00391,2025-03-30,CUST5886,West,Rice Bag,Groceries,10,1780.02,17800.2,Cancelled,Catherine
ORD00392,2025-08-26,CUST1485,South,Milk Pack,Groceries,7,742.68,5198.76,Returned,George
ORD00393,2025-02-10,CUST9250,North,Jeans,Clothing,16,1449.12,23185.92,Cancelled,Ethan
ORD00394,2025-03-14,CUST4786,North,Rice Bag,Groceries,6,132.9,797.4,Cancelled,Fiona
ORD00395,2025-11-04,CUST6005,East,Cabinet,Furniture,4,1617.84,6471.36,Returned,Alice
ORD00396,2025-04-06,CUST6444,North,Smartphone,Electronics,7,1669.5,11686.5,Cancelled,Ethan
ORD00397,2025-09-30,CUST7171,East,Laptop,Electronics,6,1574.71,9448.26,Completed,Alice
ORD00398,2025-04-14,CUST9961,North,Sneakers,Clothing,17,1370.49,23298.33,Completed,Fiona
ORD00399,2025-09-09,CUST4360,East,T-Shirt,Clothing,18,720.63,12971.34,Completed,Brian
ORD00400,2025-08-30,CUST2900,North,Desk,Furniture,4,1881.29,7525.16,Returned,Ethan
ORD00401,2025-12-28,CUST7520,South,Tablet,Electronics,12,1859.34,22312.08,Returned,George
ORD00402,2025-07-15,CUST3384,South,Rice Bag,Groceries,15,1469.25,22038.75,Returned,Hannah
ORD00403,2025-01-01,CUST1752,West,Cabinet,Furniture,20,824.3,16486.0,Completed,Catherine
ORD00404,2025-08-04,CUST9660,East,Sneakers,Clothing,17,249.63,4243.71,Cancelled,Alice
ORD00405,2025-02-15,CUST7852,East,Milk Pack,Groceries,3,795.61,2386.83,Returned,Alice
ORD00406,2025-09-23,CUST2688,East,Tablet,Electronics,10,1123.34,11233.4,Cancelled,Brian
ORD00407,2025-10-22,CUST4966,West,Laptop,Electronics,17,1609.85,27367.45,Returned,David
ORD00408,2025-07-21,CUST8376,North,Sneakers,Clothing,3,1788.38,5365.14,Returned,Ethan
ORD00409,2025-10-02,CUST7555,East,Desk,Furniture,7,1200.29,8402.03,Returned,Alice
ORD00410,2025-01-03,CUST3128,East,Desk,Furniture,8,965.0,7720.0,Completed,Brian
ORD00411,2025-03-22,CUST9341,East,Chair,Furniture,5,1463.37,7316.85,Cancelled,Brian
ORD00412,2025-08-23,CUST8500,West,Cooking Oil,Groceries,18,999.12,17984.16,Returned,Catherine
ORD00413,2025-08-28,CUST1348,South,Sneakers,Clothing,18,601.78,10832.04,Returned,George
ORD00414,2025-04-29,CUST2540,North,Coffee,Groceries,3,838.46,2515.38,Returned,Ethan
ORD00415,2025-07-28,CUST7856,South,Cooking Oil,Groceries,17,1403.57,23860.69,Cancelled,Hannah
ORD00416,2025-08-07,CUST7909,West,T-Shirt,Clothing,20,455.64,9112.8,Returned,David
ORD00417,2025-05-15,CUST6424,East,Jeans,Clothing,19,1644.37,31243.03,Completed,Alice
ORD00418,2025-10-31,CUST4209,East,T-Shirt,Clothing,18,777.21,13989.78,Returned,Alice
ORD00419,2025-01-13,CUST5928,South,Cooking Oil,Groceries,19,1508.1,28653.9,Completed,George
ORD00420,2025-01-03,CUST3723,East,Laptop,Electronics,11,934.38,10278.18,Returned,Alice
ORD00421,2025-12-01,CUST5685,East,Sneakers,Clothing,4,1706.31,6825.24,Cancelled,Alice
ORD00422,2025-05-31,CUST2973,West,T-Shirt,Clothing,5,420.53,2102.65,Completed,Catherine
ORD00423,2025-01-11,CUST2780,West,Rice Bag,Groceries,4,117.53,470.12,Cancelled,Catherine
ORD00424,2025-12-23,CUST6863,North,Coffee,Groceries,1,452.21,452.21,Completed,Fiona
ORD00425,2025-10-21,CUST6745,East,Jeans,Clothing,6,1950.98,11705.88,Returned,Brian
ORD00426,2025-02-02,CUST4380,West,Cabinet,Furniture,19,1472.68,27980.92,Cancelled,David
ORD00427,2025-11-16,CUST7353,North,Jeans,Clothing,12,902.11,10825.32,Cancelled,Ethan
ORD00428,2025-01-23,CUST3213,South,Smartphone,Electronics,5,1343.55,6717.75,Returned,George
ORD00429,2025-12-21,CUST2623,East,Desk,Furniture,18,636.96,11465.28,Completed,Brian
ORD00430,2025-05-26,CUST9359,East,Sneakers,Clothing,1,484.41,484.41,Returned,Brian
ORD00431,2025-04-13,CUST9509,East,T-Shirt,Clothing,18,1791.58,32248.44,Cancelled,Brian
ORD00432,2025-04-08,CUST7659,South,Chair,Furniture,12,158.36,1900.32,Cancelled,George
ORD00433,2025-12-27,CUST4696,West,Cooking Oil,Groceries,20,1925.07,38501.4,Returned,Catherine
ORD00434,2025-01-31,CUST4450,North,Rice Bag,Groceries,1,1682.25,1682.25,Completed,Fiona
ORD00435,2025-12-27,CUST8701,North,Jeans,Clothing,17,554.46,9425.82,Completed,Fiona
ORD00436,2025-09-13,CUST3454,North,Desk,Furniture,12,1378.09,16537.08,Returned,Fiona
ORD00437,2025-01-23,CUST4786,South,Sofa,Furniture,2,1835.45,3670.9,Completed,Hannah
ORD00438,2025-12-21,CUST1260,North,Rice Bag,Groceries,4,211.96,847.84,Returned,Ethan
ORD00439,2025-08-31,CUST8249,West,Coffee,Groceries,9,59.68,537.12,Completed,Catherine
ORD00440,2025-03-08,CUST8157,West,Chair,Furniture,7,85.18,596.26,Returned,Catherine
ORD00441,2025-11-12,CUST3138,East,Laptop,Electronics,19,465.23,8839.37,Cancelled,Alice
ORD00442,2025-04-26,CUST6062,North,Cooking Oil,Groceries,9,426.93,3842.37,Completed,Fiona
ORD00443,2025-03-14,CUST6899,North,Jeans,Clothing,16,143.4,2294.4,Cancelled,Fiona
ORD00444,2025-04-04,CUST3718,South,Headphones,Electronics,12,1526.71,18320.52,Cancelled,George
ORD00445,2025-07-02,CUST5349,South,Coffee,Groceries,17,443.1,7532.7,Cancelled,Hannah
ORD00446,2025-04-18,CUST5272,South,Milk Pack,Groceries,8,1272.14,10177.12,Returned,Hannah
ORD00447,2025-07-10,CUST2774,East,Smartphone,Electronics,20,1962.9,39258.0,Completed,Brian
ORD00448,2025-11-26,CUST2988,North,Jeans,Clothing,2,1525.07,3050.14,Cancelled,Fiona
ORD00449,2025-03-19,CUST4470,East,Smartphone,Electronics,4,1761.09,7044.36,Returned,Brian
ORD00450,2025-09-15,CUST2566,North,Sneakers,Clothing,16,584.93,9358.88,Completed,Fiona
ORD00451,2025-04-10,CUST5408,East,Cooking Oil,Groceries,16,215.76,3452.16,Returned,Alice
ORD00452,2025-08-16,CUST8420,West,Jeans,Clothing,16,161.44,2583.04,Returned,David
ORD00453,2025-11-30,CUST4509,East,Smartphone,Electronics,11,699.5,7694.5,Completed,Brian
ORD00454,2025-05-26,CUST1241,North,Headphones,Electronics,8,1856.0,14848.0,Cancelled,Ethan
ORD00455,2025-07-26,CUST3517,East,Desk,Furniture,3,1389.01,4167.03,Cancelled,Brian
ORD00456,2025-08-02,CUST1720,North,Tablet,Electronics,12,1887.38,22648.56,Completed,Fiona
ORD00457,2025-12-22,CUST2727,East,Jeans,Clothing,10,1219.24,12192.4,Returned,Brian
ORD00458,2025-05-26,CUST6772,West,Smartphone,Electronics,9,1073.3,9659.7,Returned,Catherine
ORD00459,2025-12-04,CUST7163,East,Coffee,Groceries,18,1357.51,24435.18,Completed,Alice
ORD00460,2025-01-25,CUST7966,West,Headphones,Electronics,18,1837.07,33067.26,Returned,David
ORD00461,2025-06-12,CUST3444,West,Sofa,Furniture,9,410.29,3692.61,Returned,David
ORD00462,2025-09-04,CUST9977,West,Desk,Furniture,15,1614.36,24215.4,Cancelled,David
ORD00463,2025-01-14,CUST4423,North,Chair,Furniture,19,307.08,5834.52,Completed,Ethan
ORD00464,2025-11-12,CUST9624,North,Chair,Furniture,2,426.31,852.62,Returned,Ethan
ORD00465,2025-11-06,CUST6841,West,Cooking Oil,Groceries,5,606.45,3032.25,Completed,Catherine
ORD00466,2025-07-18,CUST8455,South,Milk Pack,Groceries,3,445.56,1336.68,Completed,Hannah
ORD00467,2025-08-03,CUST9852,North,Headphones,Electronics,14,1761.57,24661.98,Returned,Fiona
ORD00468,2025-01-29,CUST7052,East,Laptop,Electronics,10,1584.13,15841.3,Cancelled,Alice
ORD00469,2025-10-17,CUST3947,North,Smartphone,Electronics,12,1518.44,18221.28,Cancelled,Fiona
ORD00470,2025-12-07,CUST2433,West,Laptop,Electronics,4,1657.21,6628.84,Returned,Catherine
ORD00471,2025-02-19,CUST2086,North,Cabinet,Furniture,7,413.91,2897.37,Completed,Ethan
ORD00472,2025-12-19,CUST5219,West,Rice Bag,Groceries,1,1502.69,1502.69,Cancelled,Catherine
ORD00473,2025-02-20,CUST9618,East,Coffee,Groceries,8,631.06,5048.48,Completed,Brian
ORD00474,2025-08-29,CUST1389,East,Cooking Oil,Groceries,2,653.93,1307.86,Completed,Alice
ORD00475,2025-10-27,CUST2065,West,Coffee,Groceries,3,392.5,1177.5,Cancelled,David
ORD00476,2025-08-30,CUST9238,South,Sofa,Furniture,17,1714.77,29151.09,Cancelled,George
ORD00477,2025-11-22,CUST5460,North,Coffee,Groceries,14,751.26,10517.64,Completed,Ethan
ORD00478,2025-06-14,CUST7007,North,T-Shirt,Clothing,19,113.26,2151.94,Cancelled,Ethan
ORD00479,2025-10-05,CUST3127,West,Sneakers,Clothing,7,914.31,6400.17,Completed,Catherine
ORD00480,2025-12-13,CUST1000,North,Headphones,Electronics,2,1672.09,3344.18,Completed,Fiona
ORD00481,2025-08-03,CUST1679,West,Rice Bag,Groceries,8,1328.97,10631.76,Completed,Catherine
ORD00482,2025-05-03,CUST9204,South,Rice Bag,Groceries,5,431.28,2156.4,Returned,Hannah
ORD00483,2025-11-15,CUST2329,East,Jeans,Clothing,3,892.07,2676.21,Returned,Brian
ORD00484,2025-07-13,CUST8984,South,Cabinet,Furniture,16,294.15,4706.4,Completed,George
ORD00485,2025-06-05,CUST7419,South,Cabinet,Furniture,13,1299.68,16895.84,Completed,George
ORD00486,2025-10-06,CUST6026,East,Desk,Furniture,10,1892.05,18920.5,Returned,Brian
ORD00487,2025-10-23,CUST5267,South,Headphones,Electronics,6,37.56,225.36,Cancelled,George
ORD00488,2025-06-11,CUST7883,East,Rice Bag,Groceries,14,177.44,2484.16,Completed,Brian
ORD00489,2025-08-05,CUST6865,South,Cabinet,Furniture,10,627.72,6277.2,Returned,George
ORD00490,2025-02-22,CUST2084,South,Sofa,Furniture,16,897.83,14365.28,Cancelled,Hannah
ORD00491,2025-03-24,CUST8673,West,Headphones,Electronics,8,1853.98,14831.84,Returned,Catherine
ORD00492,2025-03-27,CUST1851,South,Laptop,Electronics,4,1873.1,7492.4,Cancelled,George
ORD00493,2025-07-20,CUST9760,South,Smartphone,Electronics,6,877.86,5267.16,Cancelled,Hannah
ORD00494,2025-01-03,CUST5888,West,Smartphone,Electronics,15,1210.62,18159.3,Returned,David
ORD00495,2025-11-07,CUST7016,North,Tablet,Electronics,3,835.95,2507.85,Cancelled,Ethan
ORD00496,2025-11-30,CUST1982,West,T-Shirt,Clothing,20,1554.61,31092.2,Cancelled,Catherine
ORD00497,2025-04-21,CUST9179,South,Milk Pack,Groceries,13,36.18,470.34,Completed,Hannah
ORD00498,2025-12-08,CUST6252,North,T-Shirt,Clothing,16,386.15,6178.4,Returned,Fiona
ORD00499,2025-09-21,CUST6419,South,Coffee,Groceries,19,1968.07,37393.33,Cancelled,Hannah
ORD00500,2025-11-12,CUST1780,West,Rice Bag,Groceries,10,77.45,774.5,Returned,David
